date,x1_count,x2_count,x3_count,x4_count,x5_count,x6_count,x6_mean,x6_max,x6_min,x6_std,x7_count,x8_count,x8_mean,x8_max,x8_min,x8_std,x9_count,x9_mean,x9_max,x9_min,x9_std,x10_count,x11_count,x12_count,x13_count,x14_count,x14_mean,x14_max,x14_min,x14_std,x15_count,x15_mean,x15_max,x15_min,x15_std,x16_count,x17_count,x17_mean,x17_max,x17_min,x17_std,x18_count,x19_count,x20_count,x21_count,x22_count,x23_count,x24_count,x25_count,x26_count,label
13/05/2015,0,0,0,0,0,0,81422.79167,4333.25,43605.625,992.5,0,0,72669.79167,10764.25,45030.25,710.5833333,0,37358.79167,1937.125,19459.95833,13384.125,0,0,0,0,0,73386.625,12024.45833,45252.79167,643.4166667,0,37358.79167,1937.125,19459.95833,13384.125,0,0,83983.33333,35338.375,58791.54167,14670.875,0,0,0,0,0,0,0,0,0,0
14/05/2015,0,0,0,0,0,0,81104.58333,4393.5,43663.25,1985,0,0,72517.58333,10972.5,45699.5,1421.166667,0,38955.58333,2101.25,20647.91667,14148.25,0,0,0,0,0,73203.25,12177.91667,45925.58333,1286.833333,0,38955.58333,2101.25,20647.91667,14148.25,0,0,83973.66667,33822.75,58309.08333,15168.75,0,0,0,0,0,0,0,0,0,0
15/05/2015,0,0,0,0,0,0,80786.375,4453.75,43720.875,2977.5,0,0,72365.375,11180.75,46368.75,2131.75,0,40552.375,2265.375,21835.875,14912.375,0,0,0,0,0,73019.875,12331.375,46598.375,1930.25,0,40552.375,2265.375,21835.875,14912.375,0,0,83964,32307.125,57826.625,15666.625,0,0,0,0,0,0,0,0,0,0
16/05/2015,0,0,0,0,0,0,80468.16667,4514,43778.5,3970,0,0,72213.16667,11389,47038,2842.333333,0,42149.16667,2429.5,23023.83333,15676.5,0,0,0,0,0,72836.5,12484.83333,47271.16667,2573.666667,0,42149.16667,2429.5,23023.83333,15676.5,0,0,83954.33333,30791.5,57344.16667,16164.5,0,0,0,0,0,0,0,0,0,0
17/05/2015,0,0,0,0,0,0,80149.95833,4574.25,43836.125,4962.5,0,0,72060.95833,11597.25,47707.25,3552.916667,0,43745.95833,2593.625,24211.79167,16440.625,0,0,0,0,0,72653.125,12638.29167,47943.95833,3217.083333,0,43745.95833,2593.625,24211.79167,16440.625,0,0,83944.66667,29275.875,56861.70833,16662.375,0,0,0,0,0,0,0,0,0,0
18/05/2015,0,0,0,0,0,0,79831.75,4634.5,43893.75,5955,0,0,71908.75,11805.5,48376.5,4263.5,0,45342.75,2757.75,25399.75,17204.75,0,0,0,0,0,72469.75,12791.75,48616.75,3860.5,0,45342.75,2757.75,25399.75,17204.75,0,0,83935,27760.25,56379.25,17160.25,0,0,0,0,0,0,0,0,0,0
19/05/2015,0,0,0,0,0,0,79513.54167,4694.75,43951.375,6947.5,0,0,71756.54167,12013.75,49045.75,4974.083333,0,46939.54167,2921.875,26587.70833,17968.875,0,0,0,0,0,72286.375,12945.20833,49289.54167,4503.916667,0,46939.54167,2921.875,26587.70833,17968.875,0,0,83925.33333,26244.625,55896.79167,17658.125,0,0,0,0,0,0,0,0,0,0
20/05/2015,0,0,0,0,0,0,79195.33333,4755,44009,7940,0,0,71604.33333,12222,49715,5684.666667,0,48536.33333,3086,27775.66667,18733,0,0,0,0,0,72103,13098.66667,49962.33333,5147.333333,0,48536.33333,3086,27775.66667,18733,0,0,83915.66667,24729,55414.33333,18156,0,0,0,0,0,0,0,0,0,0
21/05/2015,0,0,0,0,0,0,78877.125,4815.25,44066.625,8932.5,0,0,71452.125,12430.25,50384.25,6395.25,0,50133.125,3250.125,28963.625,19497.125,0,0,0,0,0,71919.625,13252.125,50635.125,5790.75,0,50133.125,3250.125,28963.625,19497.125,0,0,83906,23213.375,54931.875,18653.875,0,0,0,0,0,0,0,0,0,0
22/05/2015,0,0,0,0,0,0,78558.91667,4875.5,44124.25,9925,0,0,71299.91667,12638.5,51053.5,7105.833333,0,51729.91667,3414.25,30151.58333,20261.25,0,0,0,0,0,71736.25,13405.58333,51307.91667,6434.166667,0,51729.91667,3414.25,30151.58333,20261.25,0,0,83896.33333,21697.75,54449.41667,19151.75,0,0,0,0,0,0,0,0,0,0
23/05/2015,0,0,0,0,0,0,78240.70833,4935.75,44181.875,10917.5,0,0,71147.70833,12846.75,51722.75,7816.416667,0,53326.70833,3578.375,31339.54167,21025.375,0,0,0,0,0,71552.875,13559.04167,51980.70833,7077.583333,0,53326.70833,3578.375,31339.54167,21025.375,0,0,83886.66667,20182.125,53966.95833,19649.625,0,0,0,0,0,0,0,0,0,0
24/05/2015,0,0,0,0,0,0,77922.5,4996,44239.5,11910,0,0,70995.5,13055,52392,8527,0,54923.5,3742.5,32527.5,21789.5,0,0,0,0,0,71369.5,13712.5,52653.5,7721,0,54923.5,3742.5,32527.5,21789.5,0,0,83877,18666.5,53484.5,20147.5,0,0,0,0,0,0,0,0,0,0
25/05/2015,0,0,0,0,0,0,77604.29167,5056.25,44297.125,12902.5,0,0,70843.29167,13263.25,53061.25,9237.583333,0,56520.29167,3906.625,33715.45833,22553.625,0,0,0,0,0,71186.125,13865.95833,53326.29167,8364.416667,0,56520.29167,3906.625,33715.45833,22553.625,0,0,83867.33333,17150.875,53002.04167,20645.375,0,0,0,0,0,0,0,0,0,0
26/05/2015,0,0,0,0,0,0,77286.08333,5116.5,44354.75,13895,0,0,70691.08333,13471.5,53730.5,9948.166667,0,58117.08333,4070.75,34903.41667,23317.75,0,0,0,0,0,71002.75,14019.41667,53999.08333,9007.833333,0,58117.08333,4070.75,34903.41667,23317.75,0,0,83857.66667,15635.25,52519.58333,21143.25,0,0,0,0,0,0,0,0,0,0
27/05/2015,0,0,0,0,0,0,76967.875,5176.75,44412.375,14887.5,0,0,70538.875,13679.75,54399.75,10658.75,0,59713.875,4234.875,36091.375,24081.875,0,0,0,0,0,70819.375,14172.875,54671.875,9651.25,0,59713.875,4234.875,36091.375,24081.875,0,0,83848,14119.625,52037.125,21641.125,0,0,0,0,0,0,0,0,0,0
28/05/2015,0,0,0,0,0,0,76649.66667,5237,44470,15880,0,0,70386.66667,13888,55069,11369.33333,0,61310.66667,4399,37279.33333,24846,0,0,0,0,0,70636,14326.33333,55344.66667,10294.66667,0,61310.66667,4399,37279.33333,24846,0,0,83838.33333,12604,51554.66667,22139,0,0,0,0,0,0,0,0,0,0
29/05/2015,0,0,0,0,0,0,76331.45833,5297.25,44527.625,16872.5,0,0,70234.45833,14096.25,55738.25,12079.91667,0,62907.45833,4563.125,38467.29167,25610.125,0,0,0,0,0,70452.625,14479.79167,56017.45833,10938.08333,0,62907.45833,4563.125,38467.29167,25610.125,0,0,83828.66667,11088.375,51072.20833,22636.875,0,0,0,0,0,0,0,0,0,0
30/05/2015,0,0,0,0,0,0,76013.25,5357.5,44585.25,17865,0,0,70082.25,14304.5,56407.5,12790.5,0,64504.25,4727.25,39655.25,26374.25,0,0,0,0,0,70269.25,14633.25,56690.25,11581.5,0,64504.25,4727.25,39655.25,26374.25,0,0,83819,9572.75,50589.75,23134.75,0,0,0,0,0,0,0,0,0,0
02/06/2015,0,0,0,0,0,0,75058.625,5538.25,44758.125,20842.5,0,0,69625.625,14929.25,58415.25,14922.25,0,69294.625,5219.625,43219.125,28666.625,0,0,0,0,0,69719.125,15093.625,58708.625,13511.75,0,69294.625,5219.625,43219.125,28666.625,0,0,83790,5025.875,49142.375,24628.375,0,0,0,0,0,0,0,0,0,0
03/06/2015,0,0,0,0,0,0,74740.41667,5598.5,44815.75,21835,0,0,69473.41667,15137.5,59084.5,15632.83333,0,70891.41667,5383.75,44407.08333,29430.75,0,0,0,0,0,69535.75,15247.08333,59381.41667,14155.16667,0,70891.41667,5383.75,44407.08333,29430.75,0,0,83780.33333,3510.25,48659.91667,25126.25,0,0,0,0,0,0,0,0,0,0
04/06/2015,0,0,0,0,0,0,74422.20833,5658.75,44873.375,22827.5,0,0,69321.20833,15345.75,59753.75,16343.41667,0,72488.20833,5547.875,45595.04167,30194.875,0,0,0,0,0,69352.375,15400.54167,60054.20833,14798.58333,0,72488.20833,5547.875,45595.04167,30194.875,0,0,83770.66667,1994.625,48177.45833,25624.125,0,0,0,0,0,0,0,0,0,0
05/06/2015,0,0,0,0,0,2261,74104,5719,44931,23820,0,10,69169,15554,60423,17054,7,74085,5712,46783,30959,0,1,0,0,12,69169,15554,60727,15442,7,74085,5712,46783,30959,0,364,83761,479,47695,26122,0,0,0,0,0,0,0,0,0,1
06/06/2015,0,0,0,0,1,2282,80860,18867,46659,25322,0,4,72822,10556,44361,0,8,83333,22098,50937,30805,0,0,2,0,4,73570,11871,44580,0,8,83333,22098,50937,30805,0,1546,84292,63,55057,19183,0,0,0,0,0,0,0,0,0,0
07/06/2015,0,0,0,0,0,1374,83443,2023,76348,9779,0,4,72822,10556,44361,0,6,75816,30783,57116,16549,0,0,0,0,4,73570,11871,44580,0,6,75816,30783,57116,16549,0,157,85447,45532,68495,12315,0,0,0,0,0,0,0,0,0,0
08/06/2015,1,0,0,0,0,2247,78654,5336,44691,21217,0,5,61846,9783,40186,21415,8,65699,5286,38500,23435,0,0,2,1,5,61846,9783,40186,21415,8,65699,5286,38500,23435,0,17,78986,46986,69932,10973,0,0,0,0,0,0,0,0,0,0
09/06/2015,0,0,0,0,0,3032,85626,15969,49687,25878,0,7,82414,24513,43482,21765,4,74070,10580,45219,0,0,0,6,2,7,82414,24513,43482,21765,6,63332,24530,32526,15468,0,1,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
10/06/2015,7,0,0,0,0,2586,85320,1434,49728,23241,0,2,72822,10556,44361,0,5,65609,61780,63145,1597,0,0,0,0,2,73570,11871,44580,0,5,65609,61780,63145,1597,7,2,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
11/06/2015,1,0,0,0,0,2,81741,4273,43548,0,0,2,72822,10556,44361,0,1,74070,10580,45219,0,0,0,0,1,2,73570,11871,44580,0,1,74020,10591,44182,0,0,2,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
12/06/2015,0,0,0,0,0,1,81741,4273,43548,0,0,2,72822,10556,44361,0,1,74070,10580,45219,0,0,0,0,0,2,73570,11871,44580,0,1,74020,10591,44182,0,1,29,86150,1536,57812,21092,0,0,0,0,0,0,0,0,0,0
13/06/2015,0,0,0,0,0,0,81128.47826,4205.73913,43745.47826,654.4782609,0,0,72591.34783,10956.08696,44835.56522,867.3913043,0,73790.82609,12797.6087,46095.26087,102.9130435,0,0,0,0,0,73306.82609,12213.91304,45045.04348,867.3913043,0,73743,11807.69565,44870.30435,499.5217391,0,0,86103.56522,1494.304348,57123.95652,21283.6087,0,0,0,0,0,0,0,0,0,0
14/06/2015,0,0,0,0,0,0,80515.95652,4138.478261,43942.95652,1308.956522,0,0,72360.69565,11356.17391,45310.13043,1734.782609,0,73511.65217,15015.21739,46971.52174,205.826087,0,0,0,0,0,73043.65217,12556.82609,45510.08696,1734.782609,0,73466,13024.3913,45558.6087,999.0434783,0,0,86057.13043,1452.608696,56435.91304,21475.21739,0,0,0,0,0,0,0,0,0,0
15/06/2015,0,0,0,0,0,0,79903.43478,4071.217391,44140.43478,1963.434783,0,0,72130.04348,11756.26087,45784.69565,2602.173913,0,73232.47826,17232.82609,47847.78261,308.7391304,0,0,0,0,0,72780.47826,12899.73913,45975.13043,2602.173913,0,73189,14241.08696,46246.91304,1498.565217,0,0,86010.69565,1410.913043,55747.86957,21666.82609,0,0,0,0,0,0,0,0,0,0
16/06/2015,0,0,0,0,0,0,79290.91304,4003.956522,44337.91304,2617.913043,0,0,71899.3913,12156.34783,46259.26087,3469.565217,0,72953.30435,19450.43478,48724.04348,411.6521739,0,0,0,0,0,72517.30435,13242.65217,46440.17391,3469.565217,0,72912,15457.78261,46935.21739,1998.086957,0,0,85964.26087,1369.217391,55059.82609,21858.43478,0,0,0,0,0,0,0,0,0,0
17/06/2015,0,0,0,0,0,0,78678.3913,3936.695652,44535.3913,3272.391304,0,0,71668.73913,12556.43478,46733.82609,4336.956522,0,72674.13043,21668.04348,49600.30435,514.5652174,0,0,0,0,0,72254.13043,13585.56522,46905.21739,4336.956522,0,72635,16674.47826,47623.52174,2497.608696,0,0,85917.82609,1327.521739,54371.78261,22050.04348,0,0,0,0,0,0,0,0,0,0
18/06/2015,0,0,0,0,0,0,78065.86957,3869.434783,44732.86957,3926.869565,0,0,71438.08696,12956.52174,47208.3913,5204.347826,0,72394.95652,23885.65217,50476.56522,617.4782609,0,0,0,0,0,71990.95652,13928.47826,47370.26087,5204.347826,0,72358,17891.17391,48311.82609,2997.130435,0,0,85871.3913,1285.826087,53683.73913,22241.65217,0,0,0,0,0,0,0,0,0,0
19/06/2015,0,0,0,0,0,0,77453.34783,3802.173913,44930.34783,4581.347826,0,0,71207.43478,13356.6087,47682.95652,6071.73913,0,72115.78261,26103.26087,51352.82609,720.3913043,0,0,0,0,0,71727.78261,14271.3913,47835.30435,6071.73913,0,72081,19107.86957,49000.13043,3496.652174,0,0,85824.95652,1244.130435,52995.69565,22433.26087,0,0,0,0,0,0,0,0,0,0
20/06/2015,0,0,0,0,0,0,76840.82609,3734.913043,45127.82609,5235.826087,0,0,70976.78261,13756.69565,48157.52174,6939.130435,0,71836.6087,28320.86957,52229.08696,823.3043478,0,0,0,0,0,71464.6087,14614.30435,48300.34783,6939.130435,0,71804,20324.56522,49688.43478,3996.173913,0,0,85778.52174,1202.434783,52307.65217,22624.86957,0,0,0,0,0,0,0,0,0,0
21/06/2015,0,0,0,0,0,0,76228.30435,3667.652174,45325.30435,5890.304348,0,0,70746.13043,14156.78261,48632.08696,7806.521739,0,71557.43478,30538.47826,53105.34783,926.2173913,0,0,0,0,0,71201.43478,14957.21739,48765.3913,7806.521739,0,71527,21541.26087,50376.73913,4495.695652,0,0,85732.08696,1160.73913,51619.6087,22816.47826,0,0,0,0,0,0,0,0,0,0
22/06/2015,0,0,0,0,0,0,75615.78261,3600.391304,45522.78261,6544.782609,0,0,70515.47826,14556.86957,49106.65217,8673.913043,0,71278.26087,32756.08696,53981.6087,1029.130435,0,0,0,0,0,70938.26087,15300.13043,49230.43478,8673.913043,0,71250,22757.95652,51065.04348,4995.217391,0,0,85685.65217,1119.043478,50931.56522,23008.08696,0,0,0,0,0,0,0,0,0,0
23/06/2015,0,0,0,0,0,0,75003.26087,3533.130435,45720.26087,7199.26087,0,0,70284.82609,14956.95652,49581.21739,9541.304348,0,70999.08696,34973.69565,54857.86957,1132.043478,0,0,0,0,0,70675.08696,15643.04348,49695.47826,9541.304348,0,70973,23974.65217,51753.34783,5494.73913,0,0,85639.21739,1077.347826,50243.52174,23199.69565,0,0,0,0,0,0,0,0,0,0
24/06/2015,0,0,0,0,0,0,74390.73913,3465.869565,45917.73913,7853.73913,0,0,70054.17391,15357.04348,50055.78261,10408.69565,0,70719.91304,37191.30435,55734.13043,1234.956522,0,0,0,0,0,70411.91304,15985.95652,50160.52174,10408.69565,0,70696,25191.34783,52441.65217,5994.26087,0,0,85592.78261,1035.652174,49555.47826,23391.30435,0,0,0,0,0,0,0,0,0,0
25/06/2015,0,0,0,0,0,0,73778.21739,3398.608696,46115.21739,8508.217391,0,0,69823.52174,15757.13043,50530.34783,11276.08696,0,70440.73913,39408.91304,56610.3913,1337.869565,0,0,0,0,0,70148.73913,16328.86957,50625.56522,11276.08696,0,70419,26408.04348,53129.95652,6493.782609,0,0,85546.34783,993.9565217,48867.43478,23582.91304,0,0,0,0,0,0,0,0,0,0
26/06/2015,0,0,0,0,0,0,73165.69565,3331.347826,46312.69565,9162.695652,0,0,69592.86957,16157.21739,51004.91304,12143.47826,0,70161.56522,41626.52174,57486.65217,1440.782609,0,0,0,0,0,69885.56522,16671.78261,51090.6087,12143.47826,0,70142,27624.73913,53818.26087,6993.304348,0,0,85499.91304,952.2608696,48179.3913,23774.52174,0,0,0,0,0,0,0,0,0,0
27/06/2015,0,0,0,0,0,0,72553.17391,3264.086957,46510.17391,9817.173913,0,0,69362.21739,16557.30435,51479.47826,13010.86957,0,69882.3913,43844.13043,58362.91304,1543.695652,0,0,0,0,0,69622.3913,17014.69565,51555.65217,13010.86957,0,69865,28841.43478,54506.56522,7492.826087,0,0,85453.47826,910.5652174,47491.34783,23966.13043,0,0,0,0,0,0,0,0,0,0
28/06/2015,0,0,0,0,0,0,71940.65217,3196.826087,46707.65217,10471.65217,0,0,69131.56522,16957.3913,51954.04348,13878.26087,0,69603.21739,46061.73913,59239.17391,1646.608696,0,0,0,0,0,69359.21739,17357.6087,52020.69565,13878.26087,0,69588,30058.13043,55194.86957,7992.347826,0,0,85407.04348,868.8695652,46803.30435,24157.73913,0,0,0,0,0,0,0,0,0,0
29/06/2015,0,0,0,0,0,0,71328.13043,3129.565217,46905.13043,11126.13043,0,0,68900.91304,17357.47826,52428.6087,14745.65217,0,69324.04348,48279.34783,60115.43478,1749.521739,0,0,0,0,0,69096.04348,17700.52174,52485.73913,14745.65217,0,69311,31274.82609,55883.17391,8491.869565,0,0,85360.6087,827.173913,46115.26087,24349.34783,0,0,0,0,0,0,0,0,0,0
30/06/2015,0,0,0,0,0,0,70715.6087,3062.304348,47102.6087,11780.6087,0,0,68670.26087,17757.56522,52903.17391,15613.04348,0,69044.86957,50496.95652,60991.69565,1852.434783,0,0,0,0,0,68832.86957,18043.43478,52950.78261,15613.04348,0,69034,32491.52174,56571.47826,8991.391304,0,0,85314.17391,785.4782609,45427.21739,24540.95652,0,0,0,0,0,0,0,0,0,0
01/07/2015,0,0,0,0,0,0,70103.08696,2995.043478,47300.08696,12435.08696,0,0,68439.6087,18157.65217,53377.73913,16480.43478,0,68765.69565,52714.56522,61867.95652,1955.347826,0,0,0,0,0,68569.69565,18386.34783,53415.82609,16480.43478,0,68757,33708.21739,57259.78261,9490.913043,0,0,85267.73913,743.7826087,44739.17391,24732.56522,0,0,0,0,0,0,0,0,0,0
02/07/2015,0,0,0,0,0,0,69490.56522,2927.782609,47497.56522,13089.56522,0,0,68208.95652,18557.73913,53852.30435,17347.82609,0,68486.52174,54932.17391,62744.21739,2058.26087,0,0,0,0,0,68306.52174,18729.26087,53880.86957,17347.82609,0,68480,34924.91304,57948.08696,9990.434783,0,0,85221.30435,702.0869565,44051.13043,24924.17391,0,0,0,0,0,0,0,0,0,0
03/07/2015,0,0,0,0,0,0,68878.04348,2860.521739,47695.04348,13744.04348,0,0,67978.30435,18957.82609,54326.86957,18215.21739,0,68207.34783,57149.78261,63620.47826,2161.173913,0,0,0,0,0,68043.34783,19072.17391,54345.91304,18215.21739,0,68203,36141.6087,58636.3913,10489.95652,0,0,85174.86957,660.3913043,43363.08696,25115.78261,0,0,0,0,0,0,0,0,0,0
04/07/2015,0,0,0,0,0,0,68265.52174,2793.26087,47892.52174,14398.52174,0,0,67747.65217,19357.91304,54801.43478,19082.6087,0,67928.17391,59367.3913,64496.73913,2264.086957,0,0,0,0,0,67780.17391,19415.08696,54810.95652,19082.6087,0,67926,37358.30435,59324.69565,10989.47826,0,0,85128.43478,618.6956522,42675.04348,25307.3913,0,0,0,0,0,0,0,0,0,0
05/07/2015,0,0,0,0,0,2950,67653,2726,48090,15053,0,5,67517,19758,55276,19950,8,67649,61585,65373,2367,0,0,0,0,5,67517,19758,55276,19950,10,67649,38575,60013,11489,0,461,85082,577,41987,25499,0,0,0,0,0,0,0,0,0,0
06/07/2015,0,0,0,0,0,1821,81419,3986,41918,21343,0,7,70586,3978,33716,19573,9,28632,10713,16071,5606,0,0,4,0,7,70586,3978,33716,19573,9,28632,10713,16071,5606,0,2036,86317,480,36385,19743,0,0,0,0,0,0,0,0,0,1
07/07/2015,0,0,0,0,0,1883,78144,9303,53456,17072,0,1,72822,10556,44361,0,8,78105,9282,44089,24725,0,0,0,0,1,73570,11871,44580,0,8,78105,9282,44089,24725,0,437,84507,527,41591,25162,0,0,0,0,0,0,0,0,0,0
08/07/2015,0,0,0,0,0,3636,78577,2563,40910,25905,0,6,60276,3435,42174,20862,8,78536,3295,50016,24661,0,0,0,0,9,60276,3435,29289,25407,8,78536,3295,50016,24661,0,42,70607,386,65679,15040,1,0,0,0,0,0,0,0,0,0
09/07/2015,0,0,0,0,0,2165,85627,681,47498,26216,0,2,72822,10556,44361,0,1,74070,10580,45219,0,0,0,0,0,2,73570,11871,44580,0,1,74020,10591,44182,0,1,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
10/07/2015,10,0,0,0,0,1675,86223,1378,33976,18956,0,2,72822,10556,44361,0,4,74070,10580,45219,0,0,0,0,0,2,73570,11871,44580,0,4,74020,10591,44182,0,3,4,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
11/07/2015,0,0,0,0,0,13,66971,13877,41522,15145,0,4,72822,10556,44361,0,6,61489,28906,44726,14415,0,0,0,1,4,73570,11871,44580,0,8,66986,28906,45531,15944,0,3,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
12/07/2015,0,1,0,0,0,0,81741,4273,43548,0,0,2,72822,10556,44361,0,0,74070,10580,45219,0,0,0,2,1,2,73570,11871,44580,0,0,74020,10591,44182,0,10,33,73840,347,30118,22368,0,0,1,0,0,0,0,0,0,0
13/07/2015,0,0,0,0,0,0,81392.625,4436.5,43389.125,1097.291667,0,0,72767.95833,10619.125,44636.83333,1117.833333,0,74070,10580,45219,0,0,0,0,0,0,73484.79167,11879.33333,44846.70833,1117.833333,0,74020,10591,44182,0,0,0,74360.5,339.0416667,31556.25,22164.91667,0,0,0,0,0,0,0,0,0,0
14/07/2015,0,0,0,0,0,0,81044.25,4600,43230.25,2194.583333,0,0,72713.91667,10682.25,44912.66667,2235.666667,0,74070,10580,45219,0,0,0,0,0,0,73399.58333,11887.66667,45113.41667,2235.666667,0,74020,10591,44182,0,0,0,74881,331.0833333,32994.5,21961.83333,0,0,0,0,0,0,0,0,0,0
15/07/2015,0,0,0,0,0,0,80695.875,4763.5,43071.375,3291.875,0,0,72659.875,10745.375,45188.5,3353.5,0,74070,10580,45219,0,0,0,0,0,0,73314.375,11896,45380.125,3353.5,0,74020,10591,44182,0,0,0,75401.5,323.125,34432.75,21758.75,0,0,0,0,0,0,0,0,0,0
16/07/2015,0,0,0,0,0,0,80347.5,4927,42912.5,4389.166667,0,0,72605.83333,10808.5,45464.33333,4471.333333,0,74070,10580,45219,0,0,0,0,0,0,73229.16667,11904.33333,45646.83333,4471.333333,0,74020,10591,44182,0,0,0,75922,315.1666667,35871,21555.66667,0,0,0,0,0,0,0,0,0,0
17/07/2015,0,0,0,0,0,0,79999.125,5090.5,42753.625,5486.458333,0,0,72551.79167,10871.625,45740.16667,5589.166667,0,74070,10580,45219,0,0,0,0,0,0,73143.95833,11912.66667,45913.54167,5589.166667,0,74020,10591,44182,0,0,0,76442.5,307.2083333,37309.25,21352.58333,0,0,0,0,0,0,0,0,0,0
18/07/2015,0,0,0,0,0,0,79650.75,5254,42594.75,6583.75,0,0,72497.75,10934.75,46016,6707,0,74070,10580,45219,0,0,0,0,0,0,73058.75,11921,46180.25,6707,0,74020,10591,44182,0,0,0,76963,299.25,38747.5,21149.5,0,0,0,0,0,0,0,0,0,0
19/07/2015,0,0,0,0,0,0,79302.375,5417.5,42435.875,7681.041667,0,0,72443.70833,10997.875,46291.83333,7824.833333,0,74070,10580,45219,0,0,0,0,0,0,72973.54167,11929.33333,46446.95833,7824.833333,0,74020,10591,44182,0,0,0,77483.5,291.2916667,40185.75,20946.41667,0,0,0,0,0,0,0,0,0,0
20/07/2015,0,0,0,0,0,0,78954,5581,42277,8778.333333,0,0,72389.66667,11061,46567.66667,8942.666667,0,74070,10580,45219,0,0,0,0,0,0,72888.33333,11937.66667,46713.66667,8942.666667,0,74020,10591,44182,0,0,0,78004,283.3333333,41624,20743.33333,0,0,0,0,0,0,0,0,0,0
21/07/2015,0,0,0,0,0,0,78605.625,5744.5,42118.125,9875.625,0,0,72335.625,11124.125,46843.5,10060.5,0,74070,10580,45219,0,0,0,0,0,0,72803.125,11946,46980.375,10060.5,0,74020,10591,44182,0,0,0,78524.5,275.375,43062.25,20540.25,0,0,0,0,0,0,0,0,0,0
22/07/2015,0,0,0,0,0,0,78257.25,5908,41959.25,10972.91667,0,0,72281.58333,11187.25,47119.33333,11178.33333,0,74070,10580,45219,0,0,0,0,0,0,72717.91667,11954.33333,47247.08333,11178.33333,0,74020,10591,44182,0,0,0,79045,267.4166667,44500.5,20337.16667,0,0,0,0,0,0,0,0,0,0
